lighthouse.x_x,lighthouse.x_y,lighthouse.y_x,lighthouse.y_y,lighthouse.z_x,lighthouse.z_y,stateEstimate.x_x,stateEstimate.x_y,stateEstimate.y_x,stateEstimate.y_y,stateEstimate.z_x,stateEstimate.z_y
73553.,0.,73553.,0.,73553.,0.,73553.,-0.1477512717,73553.,0.2319805473,73553.,0.5406143665
73563.,0.,73563.,0.,73563.,0.,73563.,-0.1511962861,73563.,0.2312752008,73563.,0.5411095023
73573.,0.,73573.,0.,73573.,0.,73573.,-0.1498589367,73573.,0.2306604236,73573.,0.5413552523
73583.,0.,73583.,0.,73583.,0.,73583.,-0.1486713290,73583.,0.2312799394,73583.,0.5418018103
73593.,0.,73593.,0.,73593.,0.,73593.,-0.1486423761,73593.,0.2309036553,73593.,0.5422371626
73603.,0.,73603.,0.,73603.,0.,73603.,-0.1503455043,73603.,0.2304834127,73603.,0.5426670909
73613.,0.,73613.,0.,73613.,0.,73613.,-0.1489595026,73613.,0.2313167602,73613.,0.5441846251
73623.,0.,73623.,0.,73623.,0.,73623.,-0.1474868506,73623.,0.2307306379,73623.,0.5446535349
73633.,0.,73633.,0.,73633.,0.,73633.,-0.1473690122,73633.,0.2301351279,73633.,0.5451099277
73643.,0.,73643.,0.,73643.,0.,73643.,-0.1474561542,73643.,0.2296112478,73643.,0.5455482006
73653.,0.,73653.,0.,73653.,0.,73653.,-0.1432041824,73653.,0.2308316827,73653.,0.545958221
73663.,0.,73663.,0.,73663.,0.,73663.,-0.1482332647,73663.,0.2319133282,73663.,0.5474217534
73673.,0.,73673.,0.,73673.,0.,73673.,-0.1454137713,73673.,0.2316481620,73673.,0.5478646159
73683.,0.,73683.,0.,73683.,0.,73683.,-0.1440929919,73683.,0.2318195105,73683.,0.5482931137
73693.,0.,73693.,0.,73693.,0.,73693.,-0.1447056234,73693.,0.2314944863,73693.,0.5487072468
73703.,0.,73703.,0.,73703.,0.,73703.,-0.1422338635,73703.,0.2312552333,73703.,0.5509294868
73713.,0.,73713.,0.,73713.,0.,73713.,-0.139980644,73713.,0.2313959748,73713.,0.5513985157
73723.,0.,73723.,0.,73723.,0.,73723.,-0.1394088417,73723.,0.2326559573,73723.,0.5518525839
73733.,0.,73733.,0.,73733.,0.,73733.,-0.1376600564,73733.,0.2325217426,73733.,0.5522790551
73743.,0.,73743.,0.,73743.,0.,73743.,-0.1331102699,73743.,0.2327763885,73743.,0.554581821
73753.,0.,73753.,0.,73753.,0.,73753.,-0.1353620291,73753.,0.2324385792,73753.,0.5545912385
73763.,0.,73763.,0.,73763.,0.,73763.,-0.1303366423,73763.,0.2326684296,73763.,0.5554094911
73773.,0.,73773.,0.,73773.,0.,73773.,-0.1294457912,73773.,0.2324173301,73773.,0.5554044843
73783.,0.,73783.,0.,73783.,0.,73783.,-0.1237029582,73783.,0.2326148599,73783.,0.5561059713
73793.,0.,73793.,0.,73793.,0.,73793.,-0.1221938729,73793.,0.2323254198,73793.,0.5572521091
73803.,0.,73803.,0.,73803.,0.,73803.,-0.1156906411,73803.,0.2324884236,73803.,0.5579254031
73863.,0.,73863.,0.,73863.,0.,73863.,-0.0973796993,73863.,0.2316742539,73863.,0.5582442284
73913.,0.,73913.,0.,73913.,0.,73913.,-0.0758846849,73913.,0.2325206697,73913.,0.5589596033
73943.,0.,73943.,0.,73943.,0.,73943.,-0.0570758507,73943.,0.2320265621,73943.,0.5567228794
73963.,0.,73963.,0.,73963.,0.,73963.,-0.0451687202,73963.,0.2317230105,73963.,0.5533685684
73973.,0.,73973.,0.,73973.,0.,73973.,-0.0402309373,73973.,0.2292850465,73973.,0.5530189276
73983.,0.,73983.,0.,73983.,0.,73983.,-0.0322449505,73983.,0.2297081649,73983.,0.5526614189
73993.,0.,73993.,0.,73993.,0.,73993.,-0.0248601623,73993.,0.2303652167,73993.,0.5523253679
74003.,0.,74003.,0.,74003.,0.,74003.,-0.0149972988,74003.,0.2315250933,74003.,0.5519929528
74013.,0.,74013.,0.,74013.,0.,74013.,-0.0181844775,74013.,0.2321625054,74013.,0.5478457808
74023.,0.,74023.,0.,74023.,0.,74023.,-0.0175746419,74023.,0.2323945016,74023.,0.5474238396
74033.,0.,74033.,0.,74033.,0.,74033.,-0.0056796405,74033.,0.2329168767,74033.,0.5469667912
74043.,0.,74043.,0.,74043.,0.,74043.,-0.0073157707,74043.,0.2315988541,74043.,0.5466566086
74053.,0.,74053.,0.,74053.,0.,74053.,0.0093446523,74053.,0.2309682369,74053.,0.5438359976
74063.,0.,74063.,0.,74063.,0.,74063.,0.0083335759,74063.,0.2326609939,74063.,0.5434877872
74093.,0.,74093.,0.,74093.,0.,74093.,0.0317118056,74093.,0.2299608588,74093.,0.5427246094
74123.,0.,74123.,0.,74123.,0.,74123.,0.0490176529,74123.,0.2250894308,74123.,0.5393478870
74173.,0.,74173.,0.,74173.,0.,74173.,0.0933375657,74173.,0.2251889259,74173.,0.5371893048
74183.,0.,74183.,0.,74183.,0.,74183.,0.0947917178,74183.,0.2244797349,74183.,0.5357866287
74193.,0.,74193.,0.,74193.,0.,74193.,0.0931955203,74193.,0.2246649265,74193.,0.5360785127
74253.,0.,74253.,0.,74253.,0.,74253.,0.1399979889,74253.,0.2223409563,74253.,0.5390785933
74263.,0.,74263.,0.,74263.,0.,74263.,0.1528099924,74263.,0.2209483534,74263.,0.5397226214
74323.,0.,74323.,0.,74323.,0.,74323.,0.1868271828,74323.,0.2187342793,74323.,0.5500129461
74343.,0.,74343.,0.,74343.,0.,74343.,0.1962955296,74343.,0.2177576274,74343.,0.5520465374
74353.,0.,74353.,0.,74353.,0.,74353.,0.1965898871,74353.,0.2180738300,74353.,0.5530423522
74383.,0.,74383.,0.,74383.,0.,74383.,0.2158955932,74383.,0.2177886218,74383.,0.558351934
74403.,0.,74403.,0.,74403.,0.,74403.,0.2217705548,74403.,0.2181880623,74403.,0.5642582178
74413.,0.,74413.,0.,74413.,0.,74413.,0.2337300777,74413.,0.2165186107,74413.,0.5653157234
74423.,0.,74423.,0.,74423.,0.,74423.,0.2358815521,74423.,0.2166959792,74423.,0.5663195848
74433.,0.,74433.,0.,74433.,0.,74433.,0.2397693098,74433.,0.216658026,74433.,0.567252636
74443.,0.,74443.,0.,74443.,0.,74443.,0.2479171753,74443.,0.2167552263,74443.,0.5681152344
74453.,0.,74453.,0.,74453.,0.,74453.,0.2534389794,74453.,0.2165113539,74453.,0.5708864927
74463.,0.,74463.,0.,74463.,0.,74463.,0.2533253431,74463.,0.2165473998,74463.,0.5717086792
74473.,0.,74473.,0.,74473.,0.,74473.,0.2629726827,74473.,0.2163704783,74473.,0.5724540949
74483.,0.,74483.,0.,74483.,0.,74483.,0.2647237778,74483.,0.2152015418,74483.,0.5731259584
74493.,0.,74493.,0.,74493.,0.,74493.,0.2698099613,74493.,0.2152594924,74493.,0.5730170012
74503.,0.,74503.,0.,74503.,0.,74503.,0.2708896995,74503.,0.2155318558,74503.,0.5734906793
74513.,0.,74513.,0.,74513.,0.,74513.,0.2745669186,74513.,0.2137897313,74513.,0.5738879442
74523.,0.,74523.,0.,74523.,0.,74523.,0.2802551985,74523.,0.2138834149,74523.,0.5742096305
74533.,0.,74533.,0.,74533.,0.,74533.,0.2829599679,74533.,0.2126062065,74533.,0.5738798976
74563.,0.,74563.,0.,74563.,0.,74563.,0.2904042006,74563.,0.2121009678,74563.,0.5741737485
74613.,0.,74613.,0.,74613.,0.,74613.,0.3040288687,74613.,0.2113106698,74613.,0.5723238587
74623.,0.,74623.,0.,74623.,0.,74623.,0.3098738492,74623.,0.2109809518,74623.,0.5716838241
74653.,0.,74653.,0.,74653.,0.,74653.,0.3103360534,74653.,0.2093728483,74653.,0.5708752275
74723.,0.,74723.,0.,74723.,0.,74723.,0.3237801194,74723.,0.2075495124,74723.,0.5666508079
74733.,0.,74733.,0.,74733.,0.,74733.,0.3231369257,74733.,0.206178546,74733.,0.5663055778
74743.,0.,74743.,0.,74743.,0.,74743.,0.3259296715,74743.,0.2046078444,74743.,0.5659757257
74753.,0.,74753.,0.,74753.,0.,74753.,0.3237640262,74753.,0.2050733119,74753.,0.5638431311
74763.,0.,74763.,0.,74763.,0.,74763.,0.3249013722,74763.,0.2051705718,74763.,0.5634493828
74783.,0.,74783.,0.,74783.,0.,74783.,0.3254885972,74783.,0.2050829977,74783.,0.5627480149
74823.,0.,74823.,0.,74823.,0.,74823.,0.3266187310,74823.,0.2014342546,74823.,0.5580930114
74843.,0.,74843.,0.,74843.,0.,74843.,0.3267972767,74843.,0.1996270865,74843.,0.5576990247
74893.,0.,74893.,0.,74893.,0.,74893.,0.3191041052,74893.,0.1987586915,74893.,0.5579169393
74903.,0.,74903.,0.,74903.,0.,74903.,0.3175060749,74903.,0.1991203278,74903.,0.5580007434
74913.,0.,74913.,0.,74913.,0.,74913.,0.3175568581,74913.,0.1993206143,74913.,0.5581228137
74923.,0.,74923.,0.,74923.,0.,74923.,0.3088167608,74923.,0.1976289004,74923.,0.5582706928
74933.,0.,74933.,0.,74933.,0.,74933.,0.3086032271,74933.,0.197770983,74933.,0.5570928454
74943.,0.,74943.,0.,74943.,0.,74943.,0.3068498075,74943.,0.19804658,74943.,0.5572269559
74953.,0.,74953.,0.,74953.,0.,74953.,0.3067063093,74953.,0.1975679845,74953.,0.5573782921
74963.,0.,74963.,0.,74963.,0.,74963.,0.3062245548,74963.,0.1974474788,74963.,0.5575442314
74973.,0.,74973.,0.,74973.,0.,74973.,0.3077843785,74973.,0.1976316124,74973.,0.5574492812
74983.,0.,74983.,0.,74983.,0.,74983.,0.3076046109,74983.,0.1979080886,74983.,0.5576221347
74993.,0.,74993.,0.,74993.,0.,74993.,0.3076743782,74993.,0.1973883957,74993.,0.5578086972
75003.,0.,75003.,0.,75003.,0.,75003.,0.2989191711,75003.,0.1969661117,75003.,0.5579993725
75023.,0.,75023.,0.,75023.,0.,75023.,0.2977761328,75023.,0.1968743801,75023.,0.558639884
75073.,0.,75073.,0.,75073.,0.,75073.,0.3019895256,75073.,0.1971369237,75073.,0.5607975721
75093.,0.,75093.,0.,75093.,0.,75093.,0.3010020256,75093.,0.1959426850,75093.,0.5613896847
75143.,0.,75143.,0.,75143.,0.,75143.,0.2986270487,75143.,0.2006436139,75143.,0.5651323199
75153.,0.,75153.,0.,75153.,0.,75153.,0.3006573617,75153.,0.1997316629,75153.,0.5656727552
75163.,0.,75163.,0.,75163.,0.,75163.,0.3008766472,75163.,0.2002156228,75163.,0.5659909844
75173.,0.,75173.,0.,75173.,0.,75173.,0.2993828356,75173.,0.2017029971,75173.,0.5662788749
75183.,0.,75183.,0.,75183.,0.,75183.,0.3009439409,75183.,0.2025348693,75183.,0.5665327907
75193.,0.,75193.,0.,75193.,0.,75193.,0.3027431667,75193.,0.2034759074,75193.,0.5687365532
75203.,0.,75203.,0.,75203.,0.,75203.,0.3031425476,75203.,0.2040288448,75203.,0.5690450668
75213.,0.,75213.,0.,75213.,0.,75213.,0.3043555915,75213.,0.2053771168,75213.,0.5693281293
75223.,0.,75223.,0.,75223.,0.,75223.,0.3035464585,75223.,0.2064674944,75223.,0.5695874095
75233.,0.,75233.,0.,75233.,0.,75233.,0.3062077165,75233.,0.2055545151,75233.,0.5698223114
75243.,0.,75243.,0.,75243.,0.,75243.,0.3053494692,75243.,0.2061491311,75243.,0.5701079369
75253.,0.,75253.,0.,75253.,0.,75253.,0.3069572151,75253.,0.2047672868,75253.,0.5703048110
75263.,0.,75263.,0.,75263.,0.,75263.,0.3054140210,75263.,0.2075882554,75263.,0.5704786181
75273.,0.,75273.,0.,75273.,0.,75273.,0.3075440526,75273.,0.2062591761,75273.,0.5706253648
75283.,0.,75283.,0.,75283.,0.,75283.,0.3141734004,75283.,0.205263868,75283.,0.5704527497
75293.,0.,75293.,0.,75293.,0.,75293.,0.3158389628,75293.,0.2062630951,75293.,0.5705394149
75303.,0.,75303.,0.,75303.,0.,75303.,0.3146714568,75303.,0.2070214301,75303.,0.5706117153
75313.,0.,75313.,0.,75313.,0.,75313.,0.3162539005,75313.,0.2081200033,75313.,0.5706644654
75323.,0.,75323.,0.,75323.,0.,75323.,0.3176696599,75323.,0.2074768841,75323.,0.571192801
75333.,0.,75333.,0.,75333.,0.,75333.,0.3187816143,75333.,0.2083653659,75333.,0.5712420940
75343.,0.,75343.,0.,75343.,0.,75343.,0.3179483116,75343.,0.2093088627,75343.,0.5712834001
75353.,0.,75353.,0.,75353.,0.,75353.,0.3206665814,75353.,0.2104040086,75353.,0.5713041425
75363.,0.,75363.,0.,75363.,0.,75363.,0.3247452080,75363.,0.2114038318,75363.,0.5713123083
75373.,0.,75373.,0.,75373.,0.,75373.,0.3274804354,75373.,0.2110247612,75373.,0.5711875558
75383.,0.,75383.,0.,75383.,0.,75383.,0.3268153369,75383.,0.2106022239,75383.,0.5711731911
75393.,0.,75393.,0.,75393.,0.,75393.,0.3293176889,75393.,0.2117364407,75393.,0.5711485147
75423.,0.,75423.,0.,75423.,0.,75423.,0.3361018002,75423.,0.2126023024,75423.,0.5701963305
75443.,0.,75443.,0.,75443.,0.,75443.,0.3386556506,75443.,0.2119030207,75443.,0.5700152516
75453.,0.,75453.,0.,75453.,0.,75453.,0.3409470022,75453.,0.2130955905,75453.,0.569922328
75463.,0.,75463.,0.,75463.,0.,75463.,0.3476605117,75463.,0.2126006037,75463.,0.5702590346
75473.,0.,75473.,0.,75473.,0.,75473.,0.3516418636,75473.,0.2125204653,75473.,0.5701860189
75483.,0.,75483.,0.,75483.,0.,75483.,0.3530369103,75483.,0.2129967958,75483.,0.5701144934
75493.,0.,75493.,0.,75493.,0.,75493.,0.3564092517,75493.,0.2125943005,75493.,0.5700395107
75503.,0.,75503.,0.,75503.,0.,75503.,0.3552292287,75503.,0.2120680511,75503.,0.56998384
75513.,0.,75513.,0.,75513.,0.,75513.,0.3619097173,75513.,0.2119903862,75513.,0.5699174404
75523.,0.,75523.,0.,75523.,0.,75523.,0.3604408205,75523.,0.2121249437,75523.,0.5698625445
75533.,0.,75533.,0.,75533.,0.,75533.,0.3637119532,75533.,0.2120211720,75533.,0.5698079467
75543.,0.,75543.,0.,75543.,0.,75543.,0.361854136,75543.,0.2135530859,75543.,0.5702431798
75553.,0.,75553.,0.,75553.,0.,75553.,0.3622532189,75553.,0.2137731165,75553.,0.5702297688
75583.,0.,75583.,0.,75583.,0.,75583.,0.3724228144,75583.,0.2137810737,75583.,0.5701749325
75593.,0.,75593.,0.,75593.,0.,75593.,0.373052001,75593.,0.2137721926,75593.,0.5696794391
75613.,0.,75613.,0.,75613.,0.,75613.,0.3748959303,75613.,0.2122764289,75613.,0.5695619583
75723.,0.,75723.,0.,75723.,0.,75723.,0.3939283788,75723.,0.2135106176,75723.,0.5683445334
75733.,0.,75733.,0.,75733.,0.,75733.,0.3965037465,75733.,0.2138303220,75733.,0.5682918429
75743.,0.,75743.,0.,75743.,0.,75743.,0.3960880339,75743.,0.2124727815,75743.,0.5682364702
75753.,0.,75753.,0.,75753.,0.,75753.,0.3968712091,75753.,0.2124137729,75753.,0.5681787729
75763.,0.,75763.,0.,75763.,0.,75763.,0.3991327584,75763.,0.2127145529,75763.,0.5684551001
75773.,0.,75773.,0.,75773.,0.,75773.,0.4006468654,75773.,0.2127607912,75773.,0.5684135556
75783.,0.,75783.,0.,75783.,0.,75783.,0.4003384709,75783.,0.2115555108,75783.,0.5683698654
75793.,0.,75793.,0.,75793.,0.,75793.,0.4002802670,75793.,0.2105008662,75793.,0.5683262348
75803.,0.,75803.,0.,75803.,0.,75803.,0.4004917443,75803.,0.2106721401,75803.,0.5682853460
75823.,0.,75823.,0.,75823.,0.,75823.,0.4008507729,75823.,0.2110191137,75823.,0.5664482117
75833.,0.,75833.,0.,75833.,0.,75833.,0.4008727074,75833.,0.2111988515,75833.,0.5663167238
75893.,0.,75893.,0.,75893.,0.,75893.,0.4001564682,75893.,0.2073926479,75893.,0.5665584803
75903.,0.,75903.,0.,75903.,0.,75903.,0.4014733732,75903.,0.2063722759,75903.,0.5671018362
75913.,0.,75913.,0.,75913.,0.,75913.,0.3995077312,75913.,0.2071447521,75913.,0.5671076775
75923.,0.,75923.,0.,75923.,0.,75923.,0.4010099173,75923.,0.2064524293,75923.,0.5671268106
75933.,0.,75933.,0.,75933.,0.,75933.,0.4004870057,75933.,0.2066040337,75933.,0.5671516061
75943.,0.,75943.,0.,75943.,0.,75943.,0.4005115628,75943.,0.2070964724,75943.,0.5659284592
75953.,0.,75953.,0.,75953.,0.,75953.,0.4008422196,75953.,0.205821991,75953.,0.5659061670
75963.,0.,75963.,0.,75963.,0.,75963.,0.3994503319,75963.,0.2060475349,75963.,0.5658817887
75973.,0.,75973.,0.,75973.,0.,75973.,0.3987489939,75973.,0.2062251121,75973.,0.565856874
75983.,0.,75983.,0.,75983.,0.,75983.,0.3974027634,75983.,0.2049332857,75983.,0.5655159950
75993.,0.,75993.,0.,75993.,0.,75993.,0.3961055279,75993.,0.2061216682,75993.,0.5654702187
76003.,0.,76003.,0.,76003.,0.,76003.,0.3952638805,76003.,0.2063287944,76003.,0.5654212832
76103.,0.,76103.,0.,76103.,0.,76103.,0.3854269981,76103.,0.2050978839,76103.,0.5642986298
76123.,0.,76123.,0.,76123.,0.,76123.,0.3806826770,76123.,0.2059218436,76123.,0.5640503764
76183.,0.,76183.,0.,76183.,0.,76183.,0.3795574903,76183.,0.2076786011,76183.,0.5637937188
76203.,0.,76203.,0.,76203.,0.,76203.,0.3769522905,76203.,0.2093979418,76203.,0.5626882911
76233.,0.,76233.,0.,76233.,0.,76233.,0.3723588586,76233.,0.2118780166,76233.,0.5624830723
76293.,0.,76293.,0.,76293.,0.,76293.,0.3700149059,76293.,0.2179703563,76293.,0.5634226799
76353.,0.,76353.,0.,76353.,0.,76353.,0.3667753935,76353.,0.2248223424,76353.,0.5654992461
76363.,0.,76363.,0.,76363.,0.,76363.,0.3681881726,76363.,0.2277203649,76363.,0.5655947328
76413.,0.,76413.,0.,76413.,0.,76413.,0.3656619787,76413.,0.2406451553,76413.,0.5667967796
76443.,0.,76443.,0.,76443.,0.,76443.,0.3649546504,76443.,0.2494868934,76443.,0.5692299008
76453.,0.,76453.,0.,76453.,0.,76453.,0.3650047779,76453.,0.2535500228,76453.,0.5692788959
76463.,0.,76463.,0.,76463.,0.,76463.,0.3648325205,76463.,0.2557131350,76463.,0.5693058372
76473.,0.,76473.,0.,76473.,0.,76473.,0.3648177981,76473.,0.2603961825,76473.,0.5685321093
76483.,0.,76483.,0.,76483.,0.,76483.,0.3630252182,76483.,0.2634783387,76483.,0.5684509873
76493.,0.,76493.,0.,76493.,0.,76493.,0.3639265001,76493.,0.2697319984,76493.,0.5683200359
76503.,0.,76503.,0.,76503.,0.,76503.,0.3659335077,76503.,0.2714498639,76503.,0.568187356
76513.,0.,76513.,0.,76513.,0.,76513.,0.3650669158,76513.,0.2785014808,76513.,0.5684618354
76523.,0.,76523.,0.,76523.,0.,76523.,0.3647232354,76523.,0.2832373679,76523.,0.5682684779
76533.,0.,76533.,0.,76533.,0.,76533.,0.3645131588,76533.,0.2906534374,76533.,0.5680300593
76543.,0.,76543.,0.,76543.,0.,76543.,0.3640326858,76543.,0.2920601368,76543.,0.5678107738
76553.,0.,76553.,0.,76553.,0.,76553.,0.3638138175,76553.,0.3029097915,76553.,0.5674873590
76563.,0.,76563.,0.,76563.,0.,76563.,0.3634440601,76563.,0.3075447977,76563.,0.5671083927
76603.,0.,76603.,0.,76603.,0.,76603.,0.362567693,76603.,0.3332071304,76603.,0.5663223863
76613.,0.,76613.,0.,76613.,0.,76613.,0.3635451794,76613.,0.3362852633,76613.,0.5660398602
76623.,0.,76623.,0.,76623.,0.,76623.,0.3629959524,76623.,0.3462024331,76623.,0.5657072067
76633.,0.,76633.,0.,76633.,0.,76633.,0.3639926612,76633.,0.350150466,76633.,0.5654355884
76643.,0.,76643.,0.,76643.,0.,76643.,0.3633330166,76643.,0.3605805933,76643.,0.5650395751
76653.,0.,76653.,0.,76653.,0.,76653.,0.3627938628,76653.,0.363476187,76653.,0.5647881627
76663.,0.,76663.,0.,76663.,0.,76663.,0.3623789549,76663.,0.3742863834,76663.,0.5644960999
76673.,0.,76673.,0.,76673.,0.,76673.,0.3622050285,76673.,0.3780069649,76673.,0.5642847419
76693.,0.,76693.,0.,76693.,0.,76693.,0.3630150855,76693.,0.3936258554,76693.,0.5610523224
76703.,0.,76703.,0.,76703.,0.,76703.,0.3625477552,76703.,0.4047226012,76703.,0.5607033372
76713.,0.,76713.,0.,76713.,0.,76713.,0.3622944057,76713.,0.4057086110,76713.,0.5604567528
76723.,0.,76723.,0.,76723.,0.,76723.,0.3619331121,76723.,0.4193687141,76723.,0.5601235032
76733.,0.,76733.,0.,76733.,0.,76733.,0.3626048565,76733.,0.4196803272,76733.,0.5575951338
76743.,0.,76743.,0.,76743.,0.,76743.,0.3620671332,76743.,0.4211666584,76743.,0.5572862625
76753.,0.,76753.,0.,76753.,0.,76753.,0.3629904687,76753.,0.4342187941,76753.,0.5569345951
76763.,0.,76763.,0.,76763.,0.,76763.,0.3626474440,76763.,0.4380462766,76763.,0.5566831231
76773.,0.,76773.,0.,76773.,0.,76773.,0.3623089492,76773.,0.4503860772,76773.,0.5547248125
76783.,0.,76783.,0.,76783.,0.,76783.,0.3607617021,76783.,0.4508874714,76783.,0.5544576049
76793.,0.,76793.,0.,76793.,0.,76793.,0.3605147302,76793.,0.4639842510,76793.,0.5541518927
76803.,0.,76803.,0.,76803.,0.,76803.,0.3601091504,76803.,0.4701520801,76803.,0.5539216399
76813.,0.,76813.,0.,76813.,0.,76813.,0.3615751266,76813.,0.4833708107,76813.,0.5536743999
76823.,0.,76823.,0.,76823.,0.,76823.,0.3614332974,76823.,0.4878908098,76823.,0.5524693727
76833.,0.,76833.,0.,76833.,0.,76833.,0.3626589477,76833.,0.5009589195,76833.,0.552259028
76843.,0.,76843.,0.,76843.,0.,76843.,0.3625243604,76843.,0.5021622777,76843.,0.5521529913
76853.,0.,76853.,0.,76853.,0.,76853.,0.3622403741,76853.,0.5162094831,76853.,0.5520133972
76863.,0.,76863.,0.,76863.,0.,76863.,0.363524884,76863.,0.5186678767,76863.,0.5527867079
76873.,0.,76873.,0.,76873.,0.,76873.,0.3642442822,76873.,0.5328703523,76873.,0.5527727604
76883.,0.,76883.,0.,76883.,0.,76883.,0.3651343882,76883.,0.5340454578,76883.,0.5528546572
76893.,0.,76893.,0.,76893.,0.,76893.,0.3647100031,76893.,0.5471229553,76893.,0.5529088378
76903.,0.,76903.,0.,76903.,0.,76903.,0.3638665080,76903.,0.5466601253,76903.,0.5530590415
76913.,0.,76913.,0.,76913.,0.,76913.,0.3633484840,76913.,0.5485573411,76913.,0.5564492941
76923.,0.,76923.,0.,76923.,0.,76923.,0.3637766242,76923.,0.5593955517,76923.,0.5567685962
76973.,0.,76973.,0.,76973.,0.,76973.,0.3625226915,76973.,0.5837701559,76973.,0.5617363453
77033.,0.,77033.,0.,77033.,0.,77033.,0.3613478541,77033.,0.6126404405,77033.,0.5669360161
77063.,0.,77063.,0.,77063.,0.,77063.,0.3594765961,77063.,0.6311609745,77063.,0.5693954825
77103.,0.,77103.,0.,77103.,0.,77103.,0.3580825031,77103.,0.6406078935,77103.,0.5714754462
77113.,0.,77113.,0.,77113.,0.,77113.,0.3594155312,77113.,0.6479477882,77113.,0.5715287924
77123.,0.,77123.,0.,77123.,0.,77123.,0.3567446172,77123.,0.6508403420,77123.,0.5715127587
77133.,0.,77133.,0.,77133.,0.,77133.,0.3564081192,77133.,0.6554876566,77133.,0.5697485209
77143.,0.,77143.,0.,77143.,0.,77143.,0.3538317382,77143.,0.6574153304,77143.,0.5695410967
77163.,0.,77163.,0.,77163.,0.,77163.,0.3530067205,77163.,0.6638795137,77163.,0.5690031052
77173.,0.,77173.,0.,77173.,0.,77173.,0.3516956866,77173.,0.6655996442,77173.,0.56768924
77183.,0.,77183.,0.,77183.,0.,77183.,0.3538866341,77183.,0.6680458784,77183.,0.5672860146
77193.,0.,77193.,0.,77193.,0.,77193.,0.3545924723,77193.,0.6693304181,77193.,0.5668463707
77203.,0.,77203.,0.,77203.,0.,77203.,0.3525249660,77203.,0.6708725691,77203.,0.5663704872
77213.,0.,77213.,0.,77213.,0.,77213.,0.3517564535,77213.,0.6727405190,77213.,0.5658808351
77223.,0.,77223.,0.,77223.,0.,77223.,0.3503937125,77223.,0.6754142642,77223.,0.5650918484
77233.,0.,77233.,0.,77233.,0.,77233.,0.3522444963,77233.,0.6773092747,77233.,0.5645859838
77243.,0.,77243.,0.,77243.,0.,77243.,0.3486976326,77243.,0.6772791147,77243.,0.5640454292
77263.,0.,77263.,0.,77263.,0.,77263.,0.3495893478,77263.,0.6791313291,77263.,0.5620557666
77303.,0.,77303.,0.,77303.,0.,77303.,0.3418762386,77303.,0.6809669733,77303.,0.5587284565
77363.,0.,77363.,0.,77363.,0.,77363.,0.3286670148,77363.,0.6778025031,77363.,0.5540593863
77383.,0.,77383.,0.,77383.,0.,77383.,0.3248592615,77383.,0.6732299328,77383.,0.5531046391
77393.,0.,77393.,0.,77393.,0.,77393.,0.3241473734,77393.,0.6741871834,77393.,0.5519424677
